id,gender,raceeth,sexornt,age,educ5,pid7,ideo,abortion,climate_weather,deathpenalty,photoid,tax_mil,trans_discr,blm_ft,fauci_ft,feminists_ft,nra_ft,police_ft,scotus_ft,socialists_ft
465171,2. Female,"1. White, non-Hispanic",4. Something else {SPECIFY},42,some college,4. Independent,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,3. Oppose not strongly,2. Favor moderately,2. Oppose,2. A lot,50,50,50,50,50,50,50
465195,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,some college,3. Independent-Democrat,3. Slightly liberal,,3. A moderate amount,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,85,100,50,15,85,40,60
465201,2. Female,"1. White, non-Hispanic",3. Bisexual,36,some college,3. Independent-Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,4. Oppose strongly,6. Oppose moderately,,,,,,,,,
465218,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,65,some college,6. Not very strong Republican,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,5. None at all,0,30,0,85,85,85,
465225,2. Female,3. Hispanic,2. Homosexual or gay (or lesbian),26,some college,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,80,100,75,40,15,0,85
465256,2. Female,3. Hispanic,1. Heterosexual or straight,18,,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,2. Favor moderately,1. Favor,1. A great deal,100,100,100,0,0,30,100
465287,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,73,some college,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,1. Favor strongly,2. Favor moderately,1. Favor,2. A lot,70,100,85,15,85,70,30
465348,2. Female,"6. Multiple races, non-Hispanic",1. Heterosexual or straight,19,some college,5. Independent-Republican,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,3. Oppose not strongly,2. Favor moderately,1. Favor,2. A lot,40,55,60,80,60,10,15
465423,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,79,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,1. A great deal,100,100,100,0,60,80,50
465430,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,50,HS,5. Independent-Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,2. Favor not strongly,1. Favor a great deal,1. Favor,3. A moderate amount,40,50,85,0,100,70,0
465454,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,37,some college,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,6. Oppose moderately,1. Favor,2. A lot,60,100,70,15,70,60,70
465461,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,bachelors,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,2. A lot,85,100,100,0,70,70,70
465478,2. Female,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,68,<HS,6. Not very strong Republican,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,,2. Favor not strongly,2. Favor moderately,,,,,,,,,
465485,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,20,HS,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",4. A lot,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,70,50,60,70,100,70,60
465508,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,39,post-grad,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",3. A moderate amount,4. Oppose strongly,1. Favor a great deal,1. Favor,3. A moderate amount,15,70,15,70,85,100,0
465546,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,33,some college,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,2. Favor not strongly,1. Favor a great deal,1. Favor,3. A moderate amount,40,15,40,100,100,60,0
465577,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,62,some college,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,3. Oppose not strongly,1. Favor a great deal,2. Oppose,4. A little,0,70,15,50,95,85,0
465584,1. Male,"1. White, non-Hispanic",2. Homosexual or gay (or lesbian),50,HS,4. Independent,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,1. Favor strongly,1. Favor a great deal,,,,,,,,,
465607,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,77,HS,1. Strong Democrat,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,,3. Oppose not strongly,2. Favor moderately,,,,,,,,,
465614,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,49,some college,5. Independent-Republican,7. Extremely conservative,"1. By law, abortion should never be permitted",4. A lot,4. Oppose strongly,2. Favor moderately,1. Favor,1. A great deal,0,30,0,0,60,30,0
465638,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,,post-grad,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",2. A little,4. Oppose strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,50,60,50,50,50,50,0
465669,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,51,some college,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,50,50,50,50,30,50,50
465690,1. Male,"5. Native American/Alaska Native or other race, non-Hispanic alone",1. Heterosexual or straight,46,post-grad,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",1. Not at all,3. Oppose not strongly,1. Favor a great deal,2. Oppose,4. A little,0,0,50,85,85,15,0
465713,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,38,some college,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,2. Favor not strongly,1. Favor a great deal,3. Neither favor nor oppose,4. A little,0,30,40,70,100,50,
465737,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,64,some college,6. Not very strong Republican,6. Conservative,"1. By law, abortion should never be permitted",1. Not at all,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,15,85,50,70,85,85,
465744,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,36,some college,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,2. Favor not strongly,1. Favor a great deal,3. Neither favor nor oppose,4. A little,0,25,60,100,75,75,0
465768,2. Female,3. Hispanic,1. Heterosexual or straight,,bachelors,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,1. Favor a great deal,1. Favor,1. A great deal,85,100,85,15,70,70,15
465799,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,36,post-grad,4. Independent,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",2. A little,1. Favor strongly,2. Favor moderately,1. Favor,3. A moderate amount,50,50,30,30,70,80,50
465805,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,25,bachelors,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,7. Oppose a great deal,1. Favor,1. A great deal,85,100,90,0,40,15,100
465812,1. Male,3. Hispanic,1. Heterosexual or straight,37,post-grad,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,85,100,85,0,60,60,60
465836,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,,bachelors,5. Independent-Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,2. Favor not strongly,2. Favor moderately,3. Neither favor nor oppose,3. A moderate amount,50,50,50,85,85,50,40
465867,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,65,<HS,6. Not very strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,2. A lot,0,70,50,85,85,85,30
465874,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,72,some college,1. Strong Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,4. Oppose strongly,1. Favor a great deal,,,,,,,,,
465904,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,23,HS,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,3. Oppose not strongly,1. Favor a great deal,3. Neither favor nor oppose,4. A little,100,50,100,,0,75,
465911,1. Male,"6. Multiple races, non-Hispanic",1. Heterosexual or straight,39,bachelors,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,40,100,50,50,60,40,50
465928,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,74,some college,2. Not very strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,2. Favor not strongly,2. Favor moderately,3. Neither favor nor oppose,2. A lot,45,60,45,75,95,75,15
466006,1. Male,3. Hispanic,1. Heterosexual or straight,49,some college,2. Not very strong Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,1. Favor strongly,1. Favor a great deal,,,,,,,,,
466020,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,post-grad,4. Independent,6. Conservative,"1. By law, abortion should never be permitted",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,3. A moderate amount,0,0,15,70,60,60,15
466044,2. Female,3. Hispanic,1. Heterosexual or straight,56,some college,1. Strong Democrat,3. Slightly liberal,"1. By law, abortion should never be permitted",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,2. A lot,85,100,60,50,70,60,30
466068,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,41,some college,2. Not very strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,3. Favor a little,1. Favor,1. A great deal,75,100,75,10,15,75,85
466105,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,61,some college,3. Independent-Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,2. Favor moderately,1. Favor,2. A lot,50,100,70,50,70,85,70
466143,1. Male,3. Hispanic,1. Heterosexual or straight,33,some college,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,1. Favor strongly,4. Neither favor nor oppose,,,,,,,,,
466150,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,,post-grad,,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,3. Neither favor nor oppose,1. A great deal,75,95,80,20,70,80,50
466167,1. Male,"1. White, non-Hispanic",2. Homosexual or gay (or lesbian),65,post-grad,1. Strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,3. Oppose not strongly,2. Favor moderately,1. Favor,,15,85,50,0,80,60,50
466204,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,79,some college,4. Independent,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,1. Favor strongly,4. Neither favor nor oppose,1. Favor,2. A lot,100,100,60,50,85,70,70
466211,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,54,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,1. Favor a great deal,1. Favor,1. A great deal,100,100,70,60,70,30,50
466228,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,75,bachelors,4. Independent,3. Slightly liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,4. Oppose strongly,2. Favor moderately,1. Favor,2. A lot,15,85,60,40,60,85,40
466259,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,43,post-grad,3. Independent-Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,1. Favor strongly,3. Favor a little,1. Favor,2. A lot,85,70,60,50,85,60,50
466273,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,66,bachelors,5. Independent-Republican,5. Slightly conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,1. Favor strongly,2. Favor moderately,,,,,,,,,
466297,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,60,HS,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,2. Favor moderately,1. Favor,3. A moderate amount,60,100,70,0,70,60,
466341,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,34,some college,3. Independent-Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,1. A great deal,100,75,100,30,2,30,70
466501,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,74,HS,6. Not very strong Republican,6. Conservative,"1. By law, abortion should never be permitted",,2. Favor not strongly,1. Favor a great deal,,,,,,,,,
466617,1. Male,3. Hispanic,1. Heterosexual or straight,60,bachelors,2. Not very strong Democrat,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,1. Favor strongly,4. Neither favor nor oppose,1. Favor,3. A moderate amount,85,100,50,50,100,85,60
466624,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,66,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,7. Oppose a great deal,1. Favor,2. A lot,50,85,50,27,95,45,20
466648,2. Female,3. Hispanic,1. Heterosexual or straight,55,HS,4. Independent,6. Conservative,,2. A little,4. Oppose strongly,2. Favor moderately,1. Favor,1. A great deal,15,50,40,70,70,50,40
466655,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,54,post-grad,2. Not very strong Democrat,3. Slightly liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,4. Oppose strongly,4. Neither favor nor oppose,3. Neither favor nor oppose,3. A moderate amount,90,100,85,40,95,90,45
466679,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,42,some college,3. Independent-Democrat,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,2. Favor not strongly,,1. Favor,1. A great deal,85,100,100,0,100,60,60
466709,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,78,<HS,4. Independent,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,1. Favor strongly,2. Favor moderately,1. Favor,1. A great deal,50,100,70,50,70,50,50
500043,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,65,bachelors,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,2. Favor moderately,1. Favor,1. A great deal,85,100,85,60,100,100,50
500050,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,63,HS,7. Strong Republican,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,15,15,50,85,100,85,0
500081,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,51,HS,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,6. Oppose moderately,,,100,85,100,15,60,50,30
500135,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,33,some college,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,3. Oppose not strongly,4. Neither favor nor oppose,,,,,,,,,
500142,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,23,some college,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,100,50,99,,35,50,50
500173,2. Female,"1. White, non-Hispanic",3. Bisexual,27,post-grad,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,1. Favor a great deal,3. Neither favor nor oppose,1. A great deal,100,85,100,40,35,100,50
500180,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,68,some college,5. Independent-Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,4. Oppose strongly,1. Favor a great deal,,,,,,,,,
500197,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,42,some college,4. Independent,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,1. Favor strongly,6. Oppose moderately,,,,,,,,,
500258,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,71,some college,7. Strong Republican,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,2. Favor not strongly,2. Favor moderately,2. Oppose,1. A great deal,40,85,60,85,85,85,30
500272,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,post-grad,7. Strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,60,70,30,60,70,85,15
500289,2. Female,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,27,post-grad,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,3. Favor a little,1. Favor,1. A great deal,70,60,70,15,40,30,50
500340,1. Male,"2. Black, non-Hispanic",1. Heterosexual or straight,57,bachelors,1. Strong Democrat,4. Moderate; middle of the road,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,85,70,70,40,60,70,60
500562,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,42,some college,2. Not very strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,3. Oppose not strongly,4. Neither favor nor oppose,2. Oppose,3. A moderate amount,100,85,15,15,85,50,60
500579,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,67,HS,3. Independent-Democrat,6. Conservative,"1. By law, abortion should never be permitted",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,0,100,40,50,100,100,100
500593,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,68,HS,3. Independent-Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,85,100,70,0,,40,100
500609,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,26,bachelors,2. Not very strong Democrat,5. Slightly conservative,"1. By law, abortion should never be permitted",3. A moderate amount,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,0,0,15,,30,60,50
500616,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,61,post-grad,5. Independent-Republican,6. Conservative,,3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,20,100,50,25,95,70,5
500685,2. Female,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,72,bachelors,1. Strong Democrat,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,3. Oppose not strongly,1. Favor a great deal,1. Favor,3. A moderate amount,100,100,100,0,100,50,40
500692,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,76,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,2. A lot,85,85,85,0,85,30,85
500739,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,53,bachelors,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,2. Favor moderately,3. Neither favor nor oppose,1. A great deal,60,70,50,60,70,70,30
500784,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,55,bachelors,6. Not very strong Republican,5. Slightly conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,40,100,30,15,100,85,30
500791,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,24,some college,1. Strong Democrat,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,1. Not at all,3. Oppose not strongly,2. Favor moderately,1. Favor,5. None at all,15,20,,,70,60,0
500869,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,61,bachelors,1. Strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,6. Oppose moderately,1. Favor,2. A lot,85,100,85,15,85,50,70
500876,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,65,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,3. Oppose not strongly,6. Oppose moderately,,,,,,,,,
500937,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,36,post-grad,3. Independent-Democrat,3. Slightly liberal,,3. A moderate amount,2. Favor not strongly,1. Favor a great deal,1. Favor,2. A lot,75,50,60,10,10,80,50
500982,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,some college,7. Strong Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,1. Favor strongly,1. Favor a great deal,,,,,,,,,
501039,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,63,bachelors,3. Independent-Democrat,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,,6. Oppose moderately,1. Favor,3. A moderate amount,50,90,80,10,80,90,50
501060,3. Refused,,,,,,,,2. A little,,1. Favor a great deal,3. Neither favor nor oppose,2. A lot,0,15,30,85,85,70,0
501138,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,64,bachelors,1. Strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,2. Favor not strongly,2. Favor moderately,1. Favor,2. A lot,70,100,70,30,70,70,70
501237,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,69,some college,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,2. Favor not strongly,1. Favor a great deal,,,,,,,,,
501244,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,44,some college,7. Strong Republican,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,0,85,50,100,85,85,0
501398,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,32,bachelors,6. Not very strong Republican,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,4. Oppose strongly,5. Oppose a little,1. Favor,4. A little,15,85,15,15,85,60,60
501428,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,70,bachelors,5. Independent-Republican,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,1. Favor a great deal,3. Neither favor nor oppose,2. A lot,50,85,50,40,70,70,30
501435,1. Male,,,64,,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,0,60,100,100,100,70,0
501541,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,58,some college,1. Strong Democrat,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,0,100,30,100,100,60,0
501565,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,23,bachelors,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,100,,100,50,85,85,85
501572,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,72,some college,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,1. Favor a great deal,1. Favor,1. A great deal,85,100,70,30,100,100,50
501619,1. Male,3. Hispanic,1. Heterosexual or straight,67,<HS,1. Strong Democrat,6. Conservative,"1. By law, abortion should never be permitted",,,4. Neither favor nor oppose,,,,,,,,,
501626,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,77,post-grad,2. Not very strong Democrat,3. Slightly liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,50,100,50,30,60,40,30
501749,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,21,HS,5. Independent-Republican,,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,3. Oppose not strongly,3. Favor a little,,,,,,,,,
501831,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,65,some college,2. Not very strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,1. Favor a great deal,1. Favor,2. A lot,30,100,80,20,90,80,0
501855,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,32,some college,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",5. A great deal,1. Favor strongly,2. Favor moderately,1. Favor,5. None at all,0,0,0,100,100,60,
501947,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,50,some college,5. Independent-Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,3. Oppose not strongly,4. Neither favor nor oppose,3. Neither favor nor oppose,3. A moderate amount,50,60,80,80,15,85,1
501954,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,31,some college,4. Independent,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,50,70,50,50,50,50,50
501978,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,bachelors,2. Not very strong Democrat,3. Slightly liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,2. A lot,100,100,70,0,70,60,60
502117,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,41,bachelors,1. Strong Democrat,2. Liberal,,5. A great deal,4. Oppose strongly,3. Favor a little,1. Favor,1. A great deal,95,100,90,15,40,60,85
